Línea	Id propuesta	Propuesta	Tipo elemento	Id elemento	Relación	Valor	Claim?	"Claim+premise?
WHY?"	Relacionado con aspecto?	Validación premisa(s)	Coherencia lógica p->c	Consistencia p1 <> p2	Persuasión	Apelación emocioal/ética (pathos/ethos)	
1784	19914		Argumento	1279	A favor	La legislación ya viene marcada desde Europa en la línea que sugieres desde 2003 y los gobiernos todos desde entonces, están incumpliendo esa normativa de reducción y cuidado de todos...	1	1	1	2	1	1	1	1	
1785	19914		Argumento	1280	A favor	Incineradora contamina y por tanto perjudica la salud y el medio ambiente...	1	1	0	1	2	1	1	1	
1786	19914		Argumento	1281	En contra	Las emisiones que echa a la atmósfera la incineradora están muy por debajo de lo que exige Europa y se mandan a diario al Ayuntamiento de Madrid y a la comunidad los niveles de emisiones...	1	1	1	2	0	1	1	0	
1787	19914		Argumento	1282	En contra	Lo que no es normal que en Barcelona la incineradora produzca Energía limpia según la Alaldesa Ada Colau y aquí en Madrid sea todo lo contrario...	1	1	1	1	0	1	1	0	
1788	20389	Arborización masiva en Madrid													
1789	20389	Sembrar árboles nativos de la región de Madrid para mejorar la calidad del aire, mantener un estilo de vida natural y mejorar la estética urbana con seres vivos.													
1790	20389		Aspecto	Reforestación Urbana		Necesidad de reforestar zonas urbanas para mejorar el medio ambiente									
1791	20389		Argumento	1283	A favor	Cualquier propuesta que conlleve el aumento y el cuidado de las zonas verdes jardines, arbolados, césped. Significa proponer salud y mejorar la ciudad.	1	0	1						
1792	20389		Argumento	1284	A favor	Creo que se debe reforestar no solo el centro de la capital si no todo el perímetro de Madrid.	1	0	1						
1793	20389		Argumento	1285	En contra	La ciudad de Madrid tienen muchísimos árboles y está rodeada de enormes extensiones arboladas. No creo que el incremento de árboles en la ciudad pueda ser significativo.	1	1	1	1	2	2	1	0	
1794	20389		Argumento	1286	En contra	Es irreal, talar árboles sanos grandes y arraigados y dejar el alcorque vacío o con el mega árbol talado.	1	0	1						
1795	20389		Aspecto	Política de Tala		La gestión y las políticas de tala de árboles en Madrid									
1796	20389		Argumento	1287	A favor	Me parece una propuesta muy necesaria para todos los Madrileños. Además de plantar, deberían talar los viejos. Son peligrosos y no aportan nada.	1	1	1	0	1	1	1	1	
1797	20389		Argumento	1288	A favor	Stop tala de árboles indiscriminatoriamente. Por lo menos si se tala que se reponga el árbol.	1	0	1						
1798	20389		Argumento	1289	En contra	Es una vergüenza lo que están haciendo con los árboles más grandes en Madrid. Talan árboles gigantes para plantar arbolitos que no cuidan y mueren al poco tiempo.	1	1	1	1	1	2	2	1	
1799	20389		Argumento	1290	En contra	La tala masiva de árboles empezó con botella y no se explica bien. Los ciudadanos no saben qué enfermedad tienen y protestan.	1	1	1	0	0	0	1	1	
1800	20389		Aspecto	Efecto en la Calidad del Aire		Impacto de los árboles en la calidad del aire en Madrid									
1801	20389		Argumento	1291	A favor	Las grandes circunvalaciones de La M-40 que generan gran contaminación por la gran cantidad de vehículos que mueven provocan alta contaminación y necesitan filtros naturales de este tipo para mejorar la calidad del aire en Madrid.	1	1	1	2	1	1	1	1	
1802	20389		Argumento	1292	A favor	Una reforestación masiva puede tener un efecto benéfico, no solo para la vista y la respiración de aire un poco más puro, sino para cambiar un poco el microclima de la ciudad.	1	1	1	1	1	2	1	1	
1803	20389		Argumento	1293	En contra	La calidad del aire suele ser mala por culpa de las partículas de los motores diésel, y los árboles no son capaces de limpiar ese tipo de contaminación.	1	1	1	1	1	1	1	0	
1804	20389		Argumento	1294	En contra	Un árbol de tamaño aceptable requiere más de 10 o 15 años. Si ahora plantas semillas, para cuando puedan hacer algo esos árboles ya estaremos atufados.	1	1	0	2	2	1	2	1	
1805	20657	Moratoria turística en el centro de Madrid													
1806	20657	Se propone la redacción de un Plan Especial de Ordenación Turística de la Ciudad y una moratoria en la concesión de licencias tanto de pisos turísticos, como de hoteles, etc. , durante el proceso.													
1807	20657		Aspecto	Efectos de Gentrificación		Desplazamiento de habitantes originales debido a la turistización y alza en precios de alquiler									
1808	20657		Argumento	1295	A favor	La subida se propaga a otros territorios pues todos esos pisos, edificios y fincas dedicados en exclusiva al turismo hacen que la gente tenga que escapar a otros barrios.	1	1	1	1	2	2	2	1	
1809	20657		Argumento	1296	A favor	Vivo en un edificio que se construyó en el año cuarenta y pico para uso de viviendas de alquiler en Palacio, y están ya con las obras para convertirlo en apartamentos turísticos.	1	0	1						
1810	20657		Argumento	1297	En contra	Me gustaría ver datos que confirmen que la subida en los precios de los alquileres se deban a la reconversión de viviendas en pisos turísticos.	0								
1811	20657		Argumento	1298	En contra	Las viviendas turisticas son solo el 0.7% de la vivienda en Madrid.	1	0	0						
1812	20657		Aspecto	Derecho a Vivienda y Exclusión		Priorizar el derecho a una vivienda digna sobre el turismo económico									
1813	20657		Argumento	1299	A favor	El derecho a una vivienda digna, y el derecho a no verse exiliado del barrio donde uno ha vivido siempre, deberían estar por encima del derecho a hacer turismo barato.	1	0	1						
1814	20657		Argumento	1300	En contra	Derecho a vivienda sí, pero en ningún sitio dice que tenga que ser en el centro. Yo nunca he podido vivir en el centro y tengo 47 así que no viene de ahora.	1	1	1	2	1	1	2	1	
1815	20657		Aspecto	Regulación del Alquiler Turístico		Necesidad de regular y limitar el alquiler turístico para proteger a los residentes									
1816	20657		Argumento	1301	A favor	Estoy muy de acuerdo con que regulen y limiten el alquiler turístico, para que los ciudadanos de los barrios no sean expulsados del lugar donde siempre han vivido.	1	1	1	1	2	1	2	2	
1817	20657		Argumento	1302	En contra	Me encanta conocer nuevas ciudades sin gastar en hoteles lo que no puedo permitirme. No tengo ningún problema en vivir fuera del centro de Madrid.	1	0	1						
1818	20657		Aspecto	Impacto en el Ambiente Urbano		Transformación de barrios y pérdida de comercios locales									
1819	20657		Argumento	1303	A favor	Con esta medida se mejora el entorno de la zona o se termina y se cambia los comercios de barrio de toda la vida por zonas de copas, ruido, peleas, etc.	1	0	1						
1820	20657		Argumento	1304	En contra	Es urgente que esta propuesta salga adelante antes de que esta propuesta caduque. - Reducir de 27000 a 10000 apoyos el límite actual para pasar a la fase de votación.	1	0	1						
1821	21171	Retirada de la prohibición del uso de monopatín en la vía pública													
1822	21171	Es inaudito, pero el primer borrador de la Ordenanza de Movilidad Sostenible de Madrid prohibe circular en monopatín por calzadas, aceras, zonas peatonales y vías ciclistas.													
1823	21171		Aspecto	Discriminación Normativa		Percepción de la normativa como discriminatoria y sin un estudio exhaustivo previo.									
1824	21171		Argumento	1305	A favor	Es un absurdo. Una norma discriminatoria, generalizada y sin estudio exhaustivo previo. Al tuntún y sin conocimiento.	1	1	1	1	1	2	2	1	
1825	21171		Argumento	1306	A favor	Más zonas de skate sería una excelente iniciativa de cara a potenciar hábitos saludables. Habría que realizar un diagnóstico en profundidad para compatibilizar la seguridad de los viandantes con esta práctica lúdica y saludable. Quizá sea necesario restringir, seguro que no es necesario hacerlo en todas las vías.	1	1	1	1	1	2	2	1	
1826	21171		Argumento	1307	A favor	Lo que de verdad es asombroso es que en el diseño de la portada de esta web aparezca un monopatín. La imagen de los skaters gusta mucho para dar la sensación de un ayuntamiento joven y moderno, pero por otro lado prohiben su uso. Esto me parece una hipocresía enorme.	1	1	1	1	2	1	1	1	
1827	21171		Aspecto	Educación y Civismo		La importancia de educar y fomentar el civismo y la seguridad en lugar de prohibir el uso de monopatines.									
1828	21171		Argumento	1308	En contra	que vayan en contra de conciliar todas estas formas de movilidad, nunca una prohibición de este tipo puede ser una solución. Se puede educar y fomentar el civismo y la seguridad, pero esta posible prohibición me parece una discriminación realizada sin conocimiento.	1	1	1	1	1	1	2	2	
1829	21171		Aspecto	Impacto Ambiental		La influencia de los monopatines en la reducción de la contaminación y el fomento de un transporte sostenible.									
1830	21171		Argumento	1309	A favor	Un vehículo que no contamina, ni si quiera acústicamente. Y que ocupa la mitad de espacio que una bicicleta. Y quieren prohibirlo? ¿Han perdido el juicio?.	0								
1831	21171		Argumento	1310	A favor	También ampliaría el uso de monopatines en lugar de prohibirlo. Es un nuevo medio de transporte para ir a trabajar sin contaminar y dejar el coche en casa.	1	1	1	2	1	2	1	1	
1832	21171		Aspecto	Libertad de Movilidad		El derecho a utilizar diversos modos de transporte, incluidos los monopatines, en la ciudad.									
1833	21171		Argumento	1311	A favor	Utilizo mi monopatín como medio de transporte sostenible, es un medio más, que permite moverte y disfrutar de la ciudad de Madrid con una libertad y facilidad increíble. Respetando al resto de medios y por supuesto a los peatones, porque también soy una de ellos.	1	1	1	2	1	2	2	1	
1834	21171		Argumento	1312	A favor	Es una puta chorrada suprimir el patin en calles, cuando teneis millones de personas traficando en las calles que hacen un mayor daño a la sociedad, suprimiendo el patín no creareis nada solo más ganas y más ganas de buscar y hacer lo que nos gusta deberíais respetar el skate es un arte y un estilo de vida, a su vez estáis fastidiando el empleo a mucha gente que vive de esto no solo a los que patinan si no al equipo que le rodea.	1	1	1	0	0	0	2	2	
1835	21171		Argumento	1313	En contra	Las aceras so para los peatones y se debiera ser mucho más duro en la prohibición de toda clase de vehículos como monopatines y bicicletas o ¿es que los peatones contaminamos? Podéis pedir el uso y respeto para circular por los lugares habilitados para vehículos pero no por las aceras que son para que los peatones podamos circular si peligro con niños y personas mayores.	1	1	1	1	2	2	2	1	
1836	21171		Argumento	1314	En contra	La libertad está en poder moverte por donde quieras y cuándo quieras, si crean más skateparks-perfecto, pero ir por Madrid con la libertad de hacer lo que te gusta sin que lo consideren casi como un crimen y sin preocuparse por multas y patinar módulos urbanos que no tienen ningún fin, es lo mejor, creo que el 99% prefieren calle, que skateparks.	1	1	1	1	1	1	1	1	
1837	21171		Argumento	1315	En contra	A mí más que quitar la prohibición de circular, creo que es mejor crear más skateparks donde los patines no molesten a peatones o automóviles, y además no se utilice mobiliario público para realizar trucos.	1	1	1	1	2	2	1	0	
1838	21171		Aspecto	Seguridad Vial		Preocupaciones sobre la seguridad de peatones y usuarios de monopatines en la vía pública.									
1839	21171		Argumento	1316	A favor	No contaminan y van a velocidades pequeñas, las ciudad esta atestada de coches, no se puede aparcar y esta es una buena forma de moverse.	1	1	1	1	1	2	1	0	
1840	21171		Argumento	1317	A favor	Me parece genial circular con monopatín eléctrico siempre respetando la velocidad y por las aceras poco transitadas y no molestando a los peatones ya que eres uno de ellos y más para personas mayores que tienen movilidad reducida eso es de Madrid al cielo.	1	0	1						
1841	21171		Argumento	1318	En contra	Perdonad la intromisión, pero esta propuesta me parece muy importante y no es mía. Efectivamente el/los monopatines no contaminan, pero su uso por las aceras a 30 Km. /h. No es compatible con el del peatón. Puede producir, de hecho ya lo hace, colisiones que pueden ocasionar problemas graves y permanentes de movilidad funcional a niños y personas mayores.	1	1	1	2	2	1	2	1	
1842	21567	Sanciones significativas para los vecinos ruidosos													
1843	21567	Sanciones elevadas para vecinos ruidosos reincidentes.													
1844	21567		Aspecto	Incumplimiento de normas		Dificultad en hacer cumplir las normas existentes contra el ruido									
